0, 20780.67266368866
1, 18575.588891029358
2, 16684.83904361725
3, 14146.158797979355
4, 11124.14722251892
5, 7792.6315195560455
6, 9217.677680492401
7, 8495.000227212906
8, 4398.741955757141
9, 4254.146853208542
10, 5613.647306203842
11, 2845.6467139720917
12, 2526.9418609142303
13, 1515.1168358325958
14, 1095.673419713974
15, 1715.6909861564636
16, 4340.261151790619
17, 2463.6576194763184
18, 777.9349298477173
19, 1092.2813901901245
20, 570.551634311676
21, 519.2964327335358
22, 528.4758911132812
23, 493.8387417793274
24, 665.4585175514221
25, 655.2433681488037
26, 442.17026352882385
27, 452.0982141494751
28, 502.7486138343811
29, 1365.328248500824
30, 447.47533535957336
31, 443.2820174694061
32, 448.5392646789551
33, 447.417338848114
34, 447.40690994262695
35, 439.48644042015076
36, 660.4681713581085
37, 447.9991707801819
38, 445.85822057724
39, 444.5396292209625
40, 451.358421087265
41, 449.2399401664734
42, 442.9294011592865
43, 441.0356857776642
44, 449.3996846675873
45, 442.2188296318054
46, 446.36472034454346
47, 441.8875136375427
48, 444.2412657737732
49, 446.37396216392517
