0, 1583686.9875281237
1, 776528.1169800919
2, 390398.9582438975
3, 195176.83790570963
4, 85077.79960056911
5, 19527.04781475449
6, 6947.566422630605
7, 2972.0922749641004
8, 1850.0689908755023
9, 681.5579078616458
10, 921.2611938945638
11, 464.70801318613206
12, 340.8278657092215
13, 307.87244465589237
14, 280.7686273939147
15, 158.58939740265734
16, 296.1099445239724
17, 162.58475454567946
18, 107.95489637778527
19, 149.41183966764444
20, 148.55098286381772
21, 121.65417593633123
22, 200.96938633653866
23, 162.69525960578406
24, 122.54066520531173
25, 64.98044556184817
26, 49.276367719486615
27, 65.89596934138918
28, 52.273208345780134
29, 254.7574911516296
30, 90.55796816925437
31, 118.66175240945599
32, 45.35673040447311
33, 36.3549369758475
34, 53.55208580126172
35, 59.62125232726059
36, 163.22616110701136
37, 42.70064198773536
38, 32.97637683373851
39, 151.74645896100154
40, 45.559034996136006
41, 176.60526029417187
42, 41.32640377770636
