0, 20986.272337436676
1, 21333.636236190796
2, 20708.828461408615
3, 15177.500387907028
4, 15752.790738105774
5, 9819.802975416183
6, 13207.810888051987
7, 12146.09537410736
8, 9612.886592626572
9, 8532.15263390541
10, 6577.133801460266
11, 5715.309779644012
12, 3639.6269154548645
13, 5339.091782569885
14, 2512.532701730728
15, 5588.456307888031
16, 3463.2624521255493
17, 2823.5544617176056
18, 2686.4106125831604
19, 3255.3642868995667
20, 1846.5879707336426
21, 2595.085482597351
22, 2317.5612630844116
23, 1920.7265434265137
24, 1816.788442850113
25, 1211.3161709308624
26, 396.99002051353455
27, 1702.726488351822
28, 399.93822050094604
29, 819.749589920044
30, 809.3709402084351
31, 610.9528260231018
32, 394.40933752059937
33, 382.3972547054291
34, 388.4688472747803
35, 385.3063805103302
36, 603.0067026615143
37, 811.202321767807
38, 602.0258674621582
39, 1008.9767804145813
40, 1008.1130793094635
41, 800.4461195468903
42, 806.2087659835815
