0, 1652711.5153037568
1, 626211.0123975107
2, 308797.64816934866
3, 194929.6684097513
4, 113406.32533439554
5, 67924.73101476225
6, 35730.442267582905
7, 8478.224571698402
8, 6942.0595405031745
9, 2188.601183236468
10, 482.3736720391662
11, 247.7714669226794
12, 221.4102951932731
13, 379.87862208377794
14, 278.95524723512403
15, 403.38528847785847
16, 149.58930279702096
17, 181.76188989128332
18, 285.6908840647251
19, 303.0517796845767
20, 230.32628974038545
21, 315.2344150562777
22, 218.4494259289201
23, 242.68425117930653
24, 33.93469693003139
25, 62.79637856354383
26, 68.00427639809851
27, 832.1380933139063
28, 33.64136450910745
29, 51.45304352002953
30, 69.21911537217673
31, 269.0172462036933
32, 101.8369541696267
33, 46.581102841712664
34, 65.25171451086382
35, 15.821868174151637
36, 63.51957529042238
37, 146.35783407374709
38, 235.04692911199584
39, 224.51914467116694
40, 129.20908132549152
41, 141.61423832856042
42, 122.18814676886436
